OriginalName,UpdatedName,Family,Order,Class,Phylum,Genus,Hemisphere,Latitude,Longitude,DevelopmentalMode,EggSize,PlanktonicTime,absLatitude,speed_annual,temperature_annual,Reference,ott_id
Ophiothrix spongicola,Macrophiothrix spongicola,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Macrophiothrix,S,-34,150,P,128,30,34,0.498828831,19.78570938,Selvakumaraswamy & Byrne 2000,ott763535
Ophiactis resiliens,Ophiactis resiliens,Ophiactidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiactis,S,-34,150,P,83,60,34,0.498828831,19.78570938,Selvakumaraswamy & Byrne 2000,ott66287
Ophionereis schayeri,Ophionereis schayeri,Ophionereididae,Ophiurida,Ophiuroidea,Echinodermata,Ophionereis,S,-34,150,L,200,6.5,34,0.498828831,19.78570938,Selvakumaraswamy & Byrne 2000,ott34969
Ophiothrix ciliaris,Ophiothrix (Ophiothrix) ciliaris,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,S,-34,150,P,98,NA,34,0.498828831,19.78570938,Selvakumaraswamy & Byrne 2000,ott768174
Ophiothrix caespitosa,Ophiothrix (Ophiothrix) caespitosa,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,S,-34,150,P,105,NA,34,0.498828831,19.78570938,Selvakumaraswamy & Byrne 2000,ott768174
Ctenodiscus crispatus,Ctenodiscus crispatus,Goniopectinidae,Paxillodisa,Asteroidea,Echinodermata,Ctenodiscus,N,43,-69,L,400,NA,43,0.024533608,9.713000298,Shick et al. 1981,ott605966
Glycera dibranchiata,Glycera dibranchiata,Glyceridae,Phyllodocida,Polychaeta,Annelida,Glycera,N,38,-76,P,140,NA,38,0.161090425,14.56690025,Simpson 1962,ott941631
Brevibranchum maculatum,Brevibrachium maculatum,Onuphidae,Eunicida,Polychaeta,Annelida,Brevibrachium,S,-37,144.755859,L,500,NA,37,0.474807541,15.60149002,Smith & Jensz 1968,ott4979913
Spirobranchus corniculat,Spirobranchus corniculatus,Serpulidae,Sabellida,Polychaeta,Annelida,Spirobranchus,S,-14,145.456753,P,80,NA,14,0.366696766,26.92790985,Smith 1984,ott906173
Asterina miniata,Patiria miniata,Asterinidae,Valvatida,Asteroidea,Echinodermata,Patiria,N,37,-122,P,174.6,NA,37,0.073368934,13.02889061,Snyder 1925,ott157861
Littorina brevicula,Littorina brevicula,Littorinidae,Littorinimorpha,Gastropoda,Mollusca,Littorina,N,35,129,L,135,7,35,0.158288341,18.72429085,Son & Hong 1998,ott622240
Ophiolepis elegans,Ophiolepis elegans,Ophiurudae,Ophiurida,Ophiuroidea,Echinodermata,Ophiolepis,N,27,-82,L,250,2,27,0.107439493,24.29841042,Stancyk 1973,ott3654979
Ophiolepis elegans,Ophiolepis elegans,Ophiurudae,Ophiurida,Ophiuroidea,Echinodermata,Ophiolepis,N,27,-82,L,250,2,27,0.107439493,24.29841042,Stancyk 1973,ott3654979
Astrobrachion constrictu,Astrobrachion constrictum,Asteroschematid,Euryalida,Ophiuroidea,Echinodermata,Astrobrachion,S,-45,167,L,415,NA,45,0.365241075,13.37790012,Stewart & Mladenov 1994,ott893828
Axiothella rubrocincta,Axiothella rubrocincta,Maldanidae,,Polychaeta,Annelida,Axiothella,N,48.537522,-123,L,250,NA,48.537522,0.220556316,9.867109299,Stranthmann 1987,ott694251
Crucigera zygophora,Crucigera zygophora,Serpulidae,Sabellida,Polychaeta,Annelida,Crucigera,N,48.537522,-123,P,70,NA,48.537522,0.220556316,9.867109299,Stranthmann 1987,ott44732
Onuphis irridescens,Onuphis iridescens,Onuphidae,Eunicida,Polychaeta,Annelida,Onuphis,N,48.537522,-123,L,250,NA,48.537522,0.220556316,9.867109299,Stranthmann 1987,ott433141
Phylodoce williamsi,Phyllodoce williamsi,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,Phyllodoce,N,48.537522,-123,P,90,NA,48.537522,0.220556316,9.867109299,Stranthmann 1987,ott398723
Sternaspis fossor,Sternaspis fossor,Sternaspidae,Terebellida,Polychaeta,Annelida,Sternaspis,N,48.537522,-123,L,170,NA,48.537522,0.220556316,9.867109299,Stranthmann 1987,ott740617
Orthasterias koehleri,Orthasterias koehleri,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Orthasterias,N,50,-123,P,160,NA,50,0.040957509,10.82119083,Strathmann 1974,ott658129
Parastichopus californic,Apostichopus californicus,Stichopodidae,Aspidochirotida,Holothuroid,Echinodermata,Apostichopus,N,48,-123,P,204,71,48,0.136874763,9.787690163,Strathmann 1978,ott956276
Dendraster excentricus,Dendraster excentricus,Dendrasteridae,Clypeasteroida,Echinoidea,Echinodermata,Dendraster,N,48,-123,P,118,115,48,0.136874763,9.787690163,Strathmann 1978,ott3650884
Luidia foliolata,Luidia foliolata,Luidiidae,Paxillodisa,Asteroidea,Echinodermata,Luidia,N,50,-124,P,170,100.5,50,0.144484803,10.53579044,Strathmann 1978,ott367769
Ophiopholis aculeata,Ophiopholis aculeata,Ophiactidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiopholis,N,60,5,P,120,30,60,0.177727211,9.371790886,Strathmann 1978,ott208887
Pisaster ochraceus,Pisaster ochraceus,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Pisaster,N,50,-123,P,165,152,50,0.040957509,10.82119083,Strathmann 1978,ott76841
Amphiodia occidentalis,Amphiodia occidentalis,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Amphiodia,N,36,-121,P,97,NA,36,0.053637051,13.29309082,Strathmann et al. 1992,ott573285
Ascidia callosa,Ascidia callosa,Ascidiidae,Phlebobranchia,Ascidiacea,Chordata,Ascidia,N,48,-123,L,165,NA,48,0.136874763,9.787690163,Strathmann et al. 1992,ott1033778
Cucumaria fallax,Cucumaria fallax,Cucumariiadae,Dendrochirotida,Holothuroid,Echinodermata,Cucumaria,N,48,-123,L,504,NA,48,0.136874763,9.787690163,Strathmann et al. 1992,ott891878
Cucumaria miniata,Cucumaria miniata,Cucumariiadae,Dendrochirotida,Holothuroid,Echinodermata,Cucumaria,N,48,-123,L,520,NA,48,0.136874763,9.787690163,Strathmann et al. 1992,ott891878
Dermasterias imbricata,Dermasterias imbricata,Poraniidae,Spinulodisa,Asteroidea,Echinodermata,Dermasterias,N,43,-124,P,200,NA,43,0.071941822,11.41149998,Strathmann et al. 1992,ott451015
Sarsia tubulosa,Sarsia tubulosa,Corynidae,Hydroida,Hydrozoa,Cnidaria,Sarsia,N,48,-123,P,92,NA,48,0.136874763,9.787690163,Strathmann et al. 1992,ott551392
Sarsia species L,Sarsia,Corynidae,Hydroida,Hydrozoa,Cnidaria,Sarsia,N,48,-123,P,129,NA,48,0.136874763,9.787690163,Strathmann et al. 1992,ott551392
Sarsia princeps,Sarsia princeps,Corynidae,Hydroida,Hydrozoa,Cnidaria,Sarsia,N,48,-123,P,107,NA,48,0.136874763,9.787690163,Strathmann et al. 1992,ott551392
Thyone benti,Thyone benti,Phyllophoridae,Dendrochirotida,Holothuroid,Echinodermata,Thyone,N,48,-123,L,535,NA,48,0.136874763,9.787690163,Strathmann et al. 1992,ott3652599
Chlamys bifrons,Equichlamys bifrons,Pectinidae,Pteroida,Bivalvia,Mollusca,Equichlamys,S,-34,138,P,116.5,NA,34,0.144487574,17.60709953,Styan & Butler 2000,ott6370355
Chlamys asperrima,Mimachlamys sanguinea,Pectinidae,Pteroida,Bivalvia,Mollusca,Mimachlamys,S,-34,138,P,71.2,NA,34,0.144487574,17.60709953,Styan & Butler 2000,ott6370576
Ascidia mentula,Ascidia mentula,Ascidiidae,Phlebobranchia,Ascidiacea,Chordata,Ascidia,N,58,11,L,200,NA,58,0.036005907,9.550909996,Svane 1983,ott1033778
Boltenia echinata,Boltenia echinata,Pyuridae,Pleurogona,Ascidiacea,Chordata,Boltenia,N,58,11,L,200,NA,58,0.036005907,9.550909996,Svane 1983,ott1041106
Pyura tessellata,Pyura tessellata,Pyuridae,Pleurogona,Ascidiacea,Chordata,Pyura,N,58,11,L,200,NA,58,0.036005907,9.550909996,Svane 1983,ott176549
Aplysia  dactylomela,Aplysia dactylomela,Aplysiidae,Anaspidea,Gastropoda,Mollusca,Aplysia,N,48,-123,P,90,30,48,0.136874763,9.787690163,Switzer-Dunlap & Hadfield 1977,ott126322
Aplysia juliana,Aplysia juliana,Aplysiidae,Anaspidea,Gastropoda,Mollusca,Aplysia,N,21,-157,P,77,28,21,0.111114649,25.24470901,Switzer-Dunlap & Hadfield 1977,ott126322
Dolabella auricularia,Dolabella auricularia,Aplysiidae,Anaspidea,Gastropoda,Mollusca,Dolabella,N,21,-157,P,92,31,21,0.111114649,25.24470901,Switzer-Dunlap & Hadfield 1977,ott399036
Stylocheilus longicauda,Stylocheilus longicauda,Aplysiidae,Anaspidea,Gastropoda,Mollusca,Stylocheilus,N,21,-157,P,66,30,21,0.111114649,25.24470901,Switzer-Dunlap & Hadfield 1977,ott171918
Protula sp.,Protula,Serpulidae,Sabellida,Polychaeta,Annelida,Protula,N,9,79,L,80,NA,9,0.108489224,28.07840919,Tampi 1960,ott440706
Echinocyamus pusillus,Echinocyamus pusillus,Fibulariidae,Clypeasteroida,Echinoidea,Echinodermata,Echinocyamus,N,58,18,P,100,45,58,0.105568228,7.649509907,Theel 1892,ott3650851
Thuridilla hopeii,Thuridilla hopei,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Thuridilla,N,42,3,L,100,NA,42,0.057204852,16.71149063,Thompson & Salghettidrioli 1984,ott578609
Astropecten irregularis,Astropecten irregularis,Astropectinidae,Paxillodisa,Asteroidea,Echinodermata,Astropecten,N,52,4,P,110,NA,52,0.047491849,11.50310993,Thorson 1946,ott269237
Archidoris pseudoargus,Doris pseudoargus,Archidorididae,Nudibranchia,Gastropoda,Mollusca,Doris,N,56,-2,P,148.8,37,56,0.076619115,9.520909309,Todd & Havenhand 1985,ott860557
Onchidoris muricata,Onchidoris muricata,Onchidorididae,Nudibranchia,Gastropoda,Mollusca,Onchidoris,N,54,-1,P,90.8,58.5,54,0.079657719,9.85999012,Todd & Havenhand 1985,ott208593
Ophiodaphne formata,Ophiodaphne formata,Ophiactidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiodaphne,N,35,136,P,90,21.125,35,0.415158452,18.08909035,Tominaga et al 2004,ott3654054
Ercolania felina,Ercolania felina,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Ercolania,S,-36,175,P,56,NA,36,0.10901096,17.47450066,Trowbridge 1995,ott1076308
Echinometra viridis,Echinometra viridis,Echinometridae,Echinoida,Echinoidea,Echinodermata,Echinometra,N,18,-67,P,91,14,18,0.032271248,27.12110901,Trowbridge 2000,ott631177
Elysia viridis,Elysia viridis,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,56,-6,P,73,30,56,0.141174508,10.13709068,Trowbridge 2000,ott322154
Tripneustes ventricosus,Tripneustes ventricosus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Tripneustes,N,18,-67,P,79,28,18,0.032271248,27.12110901,Trowbridge 2000,ott43571
Stiliger berghi,Stiliger berghi,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Stiliger,N,35,139,P,65,NA,35,0.030597547,19.55449104,Trowbridge et al. 2010,ott903299
Drupella cornus,Drupella cornus,Muricidae,Neogastropoda,Gastropoda,Mollusca,Drupella,S,-21,114,P,170,NA,21,0.138358312,25.67218971,Turner 1992,ott265001
Poriocidaris purpurata,Histocidaris purpurata,Cidaridae,Cidaroida,Asteroidea,Echinodermata,Histocidaris,N,57,-10,L,1500,NA,57,0.070035989,11.3216095,Tyler & Gage 1984,ott186510
Paragonaster subtilis,Paragonaster subtilis,Goniasteridae,Valvatida,Asteroidea,Echinodermata,Paragonaster,N,55,-10,L,900,NA,55,0.090463239,11.63520908,Tyler & Paine 1982,ott3657616
Pseudarchaster parelii,Pseudarchaster parelii,Goniasteridae,Valvatida,Asteroidea,Echinodermata,Pseudarchaster,N,55,-10,L,1000,NA,55,0.090463239,11.63520908,Tyler & Paine 1982,ott246177
Freyella spinosa,Freyella elegans,Brisingidae,Forcipulatida,Asteroidea,Echinodermata,Freyella,N,49,-14,L,1250,NA,49,0.033094763,13.62450981,Tyler et al. 1984,ott178393
Zoroaster fulgens,Zoroaster fulgens,Zoroasteridae,Forcipulatida,Asteroidea,Echinodermata,Zoroaster,N,56,-10,L,950,NA,56,0.052702578,11.5486002,Tyler et al. 1984,ott1018363
Hydroides diramphus,Hydroides dirampha,Serpulidae,Sabellida,Polychaeta,Annelida,Hydroides,S,-28,153,P,60.7,10,28,0.494853544,23.33551025,Unpublished data,ott327392
Styela plicata,Styela plicata,Styelidae,Stolidobranchia,Ascidiacea,Chordata,Styela,S,-28,153,L,163,1,28,0.494853544,23.33551025,Unpublished data,ott750982
Uniophora granifera,Uniophora granifera,,,Asteroidea,Echinodermata,Uniophora,S,-37,144,L,521,4,37,0.692250769,15.60149002,Unpublished data,ott727969
Crucibulum quirqinae,Crucibulum quiriquinae,Calyptraeidae,Mesogastropoda,Gastropoda,Mollusca,Crucibulum,S,-31,-71,P,325.8,NA,31,0.175528662,14.74080944,Véliz et al. 2001,ott737388
Branchypolynoe seepensis,Branchipolynoe seepensis,Polynoidae,Phyllodocida,Polychaeta,Annelida,Branchipolynoe,N,37,-33,L,390,NA,37,0.039508598,19.78399086,Van Dover et al. 1999,ott618024
Pilumnus lumpinus,Pilumnus lumpinus,Pilumnidae,Decapoda,Malacostrac,Arthropoda,Pilumnus,S,-42,174,L,NA,NA,42,0.220130563,13.87730026,Wear 1967,ott284329
Pilumnus novaezealandiae,Pilumnus novaezealandiae,Pilumnidae,Decapoda,Malacostrac,Arthropoda,Pilumnus,S,-41,175,L,NA,NA,41,0.115345572,15.0241003,Wear 1967,ott284329
Haliotis cracheroidii,Haliotis cracherodii,Haliotidae,,Gastropoda,Mollusca,Haliotis,N,36,-121,L,160,NA,36,0.053637051,13.29309082,Webber & Giese 1969,ott228119
Notomithrax peronii,Notomithrax peronii,Majidae,Decapoda,Malacostrac,Arthropoda,Notomithrax,S,-41,172,P,NA,34,41,0.182413234,15.83181,Webber & Wear 1981,ott4667587
Bugula neritina,Bugula neritina,Bugulidae,Cheilostomata,Gymnolaemat,Bryozoa,Bugula,N,27,-80,L,NA,0.5,27,1.475588376,26.87420082,Wendt 1996,ott595315
Bugula stolonifera,Bugulina stolonifera,Bugulidae,Cheilostomata,Gymnolaemat,Bryozoa,Bugulina,N,42,-71,L,NA,0.5,42,0.081752637,10.29349041,Wendt 2000,ott4152865
Bugula simplex,Bugulina simplex,Bugulidae,Cheilostomata,Gymnolaemat,Bryozoa,Bugulina,N,42,-71,L,NA,0.5,42,0.081752637,10.29349041,Wendt 2000,ott4152865
Elysia chlorotica (plank,Elysia chlorotica,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,41,-71,P,79.3,14.5,41,0.02300504,11.30280972,West et al 1984,ott322154
Elysia chlorotica (benth,Elysia chlorotica,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,42,-70,L,96,NA,42,0.077914097,10.25989056,West et al 1984,ott322154
Heliocidaris erythrogram,Heliocidaris erythrogramma,Echinometridae,Camarodonta,Echinoidea,Echinodermata,Heliocidaris,S,-33,151,L,400,4.35,33,0.585780803,20.54590988,Williams & Anderson 1975,ott146857
Polydora neocaeca,Polydora neocaeca,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,41,-71,L,125,NA,41,0.02300504,11.30280972,Williams & Radashevsky 1999,ott918307
Sabellaria spinulosa,Sabellaria spinulosa,Sabellariidae,Terebellida,Polychaeta,Annelida,Sabellaria,N,50.348089,-4,P,90,NA,50.348089,0.123523186,12.54950047,Wilson 1929,ott638889
Branchiomma vesicolosum,Branchiomma vesicolosum,Sabellidae,Sabellida,Polychaeta,Annelida,Branchiomma,N,50.219973,-3,L,150,NA,50.219973,0.123523186,12.29090023,Wilson 1936,ott1015093
Ophelia bicornis,Ophelia bicornis,Opheliidae,,Polychaeta,Annelida,Ophelia,N,50,-4,L,95,5.5,50,0.167980313,12.54950047,Wilson 1948,ott336914
Chromodoris elisabethina,Chromodoris elisabethina,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Chromodoris,S,-26,153,P,93,NA,26,0.058383583,23.98641014,Wilson 2002,ott981724
Chromodoris strigata,Chromodoris strigata,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Chromodoris,S,-23,151,P,80,NA,23,0.345124494,23.94630051,Wilson 2002,ott981724
Chromodoris lochi,Chromodoris lochi,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Chromodoris,S,-27,153,P,NA,NA,27,0.057735343,23.96480942,Wilson 2002,ott981724
Diversidoris aurantionod,Diversidoris aurantionodulosa,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Diversidoris,S,-27,153,L,NA,NA,27,0.057735343,23.96480942,Wilson 2002,ott1093154
Chromodoris geometrica,Goniobranchus geometricus,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Goniobranchus,S,-26,153,P,82,NA,26,0.058383583,23.98641014,Wilson 2002,ott900993
Chromodoris daphne,Goniobranchus daphne,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Goniobranchus,S,-27,153,P,128,NA,27,0.057735343,23.96480942,Wilson 2002,ott900993
Chromodoris kuniei,Goniobranchus kuniei,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Goniobranchus,S,-23,151,P,109,NA,23,0.345124494,23.94630051,Wilson 2002,ott900993
Chromodoris roboi,Goniobranchus roboi,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Goniobranchus,S,-23,151,P,101,NA,23,0.345124494,23.94630051,Wilson 2002,ott900993
Chromodoris leopardus,Goniobranchus leopardus,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Goniobranchus,S,-26,153,P,104,NA,26,0.058383583,23.98641014,Wilson 2002,ott900993
Hypselodoris obscura,Hypselodoris obscura,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Hypselodoris,S,-27,153,P,104,NA,27,0.057735343,23.96480942,Wilson 2002,ott32015
Noumea norba,Verconia norba,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Verconia,S,-26,153,P,83,NA,26,0.058383583,23.98641014,Wilson 2002,ott846107
Haliotis coccoradiata,Haliotis coccoradiata,Haliotidae,,Gastropoda,Mollusca,Haliotis,S,-33,152,L,175,5,33,0.649368987,20.55579948,Wong et al 2010,ott228119
Ophidiaster robillardi,Ophidiaster cribrarius,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Ophidiaster,N,13,144,P,130,NA,13,0.166330757,28.4860096,Yamaguchi & Lucas 1984,ott761414
Ophidiaster granifer,Ophidiaster granifer,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Ophidiaster,N,13,144,L,600,9,13,0.166330757,28.4860096,Yamaguchi & Lucas 1984,ott761414
Culcita novaeguineae,Culcita novaeguineae,Oreasteridae,Valvatida,Asteroidea,Echinodermata,Culcita,N,13,144,P,190,17,13,0.166330757,28.4860096,Yamaguchi 1973,ott58289
Gomophia egyptiaca,Gomophia egyptiaca,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Gomophia,N,15,144,L,650,4,15,0.062736138,28.45660019,Yamaguchi 1974,ott3656289
Leiaster leachi,Leiaster leachi,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Leiaster,N,13,144,P,140,NA,13,0.166330757,28.4860096,Yamaguchi 1975,ott750573
Ophidiaster squameus,Ophidiaster hemprichi,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Ophidiaster,N,13,144,P,130,NA,13,0.166330757,28.4860096,Yamaguchi 1975,ott761414
Tubularia mesenbryanthem,Ectopleura crocea,Tubulariidae,Hydroida,Hydrozoa,Cnidaria,Ectopleura,N,35,139,L,305,1,35,0.030597547,19.55449104,Yamashita et al 2003,ott183503
Serpula columbiana,Serpula columbiana,Serpulidae,Sabellida,Polychaeta,Annelida,Serpula,N,48.537522,-123,P,60,NA,48.537522,0.220556316,9.867109299,Young & Chia 1982,ott566285
Aurospio dibranchiata,Aurospio dibranchiata,Spionidae,Spionida,Polychaeta,Annelida,Aurospio,N,35,-73,P,110,NA,35,0.079149415,24.01861,Young 2003,ott752046
Aurospio dibranchiata,Aurospio dibranchiata,Spionidae,Spionida,Polychaeta,Annelida,Aurospio,N,35,-73,P,110,NA,35,0.079149415,24.01861,Young 2003,ott752046
Chone duneri,Chone duneri,Sabellidae,Sabellida,Polychaeta,Annelida,Chone,N,32,130,L,175,NA,32,0.135521512,20.54759026,Yun & Kikuchi 1991,ott1015097
Conus biliosus,Conus biliosus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,24,67,P,172,26,24,0.125220518,26.44320869,Zehra & Perveen 1991,ott126315
Conus coronatus,Conus coronatus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,24,67,P,160,27,24,0.125220518,26.44320869,Zehra & Perveen 1991,ott126315
Amphicteis floridus,Hobsonia florida,Ampharetidae,Ophiurida,Ophiuroidea,Echinodermata,Hobsonia,N,41.514747,-71,L,170,NA,41.514747,0.071645968,11.21480942,Zotolli 1974,ott127497
