cell_id,price
4856,60
5083,60
5084,60
5087,60
5289,60
5295,60
5491,60
5673,60
5675,60
5676,60
5830,60
5957,60
6207,60
6208,60
6336,60
6426,60
6551,60
6552,60
6580,60
6581,60
6582,60
6688,60
6721,60
6722,60
6723,60
6862,60
6863,60
6864,60
6865,60
7003,60
7004,60
7150,60
7300,60
7473,60
7637,60
7645,60
7653,60
7838,60
7846,60
7853,60
7854,60
7855,60
7856,60
7857,60
7858,60
7863,60
8063,60
8066,60
8067,60
8068,60
8070,60
8071,60
8073,60
8074,60
8076,60
8077,60
8287,60
8299,60
8301,60
8302,60
8303,60
8304,60
8311,60
8527,60
8539,60
8540,60
8541,60
8543,60
8544,60
8552,60
8765,60
8768,60
8783,60
8784,60
8785,60
8786,60
8789,60
8790,60
8791,60
9016,60
9018,60
9020,60
9037,60
9038,60
9041,60
9265,60
9266,60
9282,60
9283,60
9288,60
9508,60
9509,60
9525,60
9526,60
9527,60
9528,60
9749,60
9750,60
9751,60
9753,60
9754,60
9770,60
9771,60
9772,60
9773,60
9774,60
9775,60
9776,60
9777,60
9998,60
9999,60
10000,60
10001,60
10009,60
10016,60
10017,60
10018,60
10019,60
10020,60
10021,60
10022,60
10156,60
10240,60
10241,60
10243,60
10244,60
10248,60
10253,60
10254,60
10255,60
10256,60
10264,60
10265,60
10266,60
10267,60
10268,60
10269,60
10270,60
10271,60
10272,60
10274,60
10279,60
10485,60
10486,60
10494,60
10495,60
10505,60
10506,60
10507,60
10516,60
10517,60
10736,60
10740,60
10741,60
10742,60
10745,60
10746,60
10752,60
10757,60
10758,60
10971,60
10972,60
10973,60
10975,60
10976,60
10977,60
10982,60
10983,60
10984,60
10985,60
10986,60
10987,60
10988,60
10991,60
10993,60
11204,60
11205,60
11206,60
11207,60
11209,60
11213,60
11214,60
11215,60
11216,60
11343,60
11425,60
11430,60
11434,60
11435,60
11436,60
11649,60
11650,60
11652,60
11656,60
11657,60
11658,60
11659,60
11795,60
11871,60
11872,60
11873,60
11877,60
11878,60
11879,60
11881,60
11882,60
11883,60
11886,60
11887,60
11888,60
11889,60
12112,60
12116,60
12117,60
12118,60
12119,60
12120,60
12260,60
12346,60
12347,60
12348,60
12349,60
12350,60
12351,60
12352,60
12353,60
12496,60
12591,60
12592,60
12593,60
12594,60
12596,60
12600,60
12601,60
12745,60
12746,60
12747,60
12841,60
12845,60
12847,60
12848,60
12850,60
12851,60
12998,60
12999,60
13000,60
13100,60
13247,60
13248,60
13249,60
13250,60
13342,60
13343,60
13344,60
13345,60
13346,60
13496,60
13497,60
13498,60
13499,60
13500,60
13501,60
13507,60
13592,60
13593,60
13744,60
13745,60
13747,60
13842,60
13843,60
13844,60
13997,60
13998,60
14020,60
14098,60
14099,60
14100,60
14257,60
14358,60
14359,60
14522,60
14621,60
14622,60
14623,60
14625,60
14892,60
14895,60
15064,60
15171,60
15172,60
15173,60
15175,60
15176,60
15179,60
15344,60
15345,60
15450,60
15452,60
15453,60
15454,60
15627,60
15634,60
15635,60
15736,60
15738,60
15740,60
15741,60
15742,60
15750,60
15751,60
15752,60
15931,60
16034,60
16035,60
16036,60
16039,60
16042,60
16043,60
16044,60
16225,60
16334,60
16335,60
16336,60
16338,60
16339,60
16340,60
16341,60
16344,60
16345,60
16346,60
16348,60
16349,60
16350,60
16351,60
16369,60
16532,60
16634,60
16635,60
16637,60
16638,60
16639,60
16640,60
16641,60
16643,60
16644,60
16645,60
16646,60
16650,60
16651,60
16656,60
16657,60
16659,60
16660,60
16681,60
16844,60
16946,60
16947,60
16948,60
16949,60
16958,60
16959,60
16960,60
16961,60
16962,60
16968,60
16969,60
16970,60
16971,60
16996,60
17166,60
17167,60
17269,60
17270,60
17271,60
17280,60
17281,60
17283,60
17284,60
17285,60
17288,60
17293,60
17294,60
17295,60
17296,60
17497,60
17498,60
17499,60
17601,60
17602,60
17603,60
17604,60
17613,60
17618,60
17619,60
17626,60
17628,60
17828,60
17829,60
17830,60
17831,60
17934,60
17935,60
17937,60
17938,60
17947,60
17949,60
17955,60
17967,60
18160,60
18161,60
18162,60
18164,60
18165,60
18270,60
18271,60
18272,60
18283,60
18284,60
18285,60
18286,60
18292,60
18293,60
18295,60
18296,60
18300,60
18301,60
18306,60
18500,60
18610,60
18624,60
18626,60
18633,60
18634,60
18637,60
18643,60
18644,60
18647,60
18837,60
18949,60
18954,60
18955,60
18964,60
18977,60
18978,60
18980,60
18981,60
18982,60
18983,60
19179,60
19289,60
19291,60
19295,60
19296,60
19297,60
19298,60
19299,60
19321,60
19322,60
19324,60
19332,60
19528,60
19529,60
19535,60
19537,60
19645,60
19647,60
19648,60
19649,60
19650,60
19651,60
19660,60
19661,60
19662,60
19674,60
19682,60
19683,60
19687,60
19688,60
19697,60
19888,60
19889,60
19891,60
19972,60
19973,60
19974,60
19975,60
19976,60
20006,60
20008,60
20009,60
20010,60
20011,60
20031,60
20034,60
20036,60
20044,60
20046,60
20047,60
20048,60
20052,60
20253,60
20255,60
20259,60
20337,60
20339,60
20372,60
20373,60
20374,60
20375,60
20397,60
20398,60
20399,60
20401,60
20402,60
20411,60
20413,60
20414,60
20415,60
20416,60
20417,60
20421,60
20422,60
20437,60
20623,60
20624,60
20708,60
20710,60
20714,60
20744,60
20766,60
20767,60
20770,60
20779,60
20781,60
20782,60
20783,60
20784,60
20788,60
20803,60
20804,60
20990,60
21081,60
21110,60
21111,60
21112,60
21131,60
21137,60
21138,60
21150,60
21151,60
21152,60
21154,60
21156,60
21174,60
21360,60
21362,60
21450,60
21451,60
21479,60
21480,60
21481,60
21484,60
21486,60
21493,60
21510,60
21511,60
21513,60
21525,60
21528,60
21529,60
21530,60
21531,60
21532,60
21534,60
21548,60
21734,60
21736,60
21739,60
21857,60
21858,60
21859,60
21860,60
21861,60
21863,60
21899,60
21900,60
21901,60
21905,60
21906,60
21907,60
21908,60
21910,60
21926,60
22111,60
22113,60
22114,60
22235,60
22236,60
22237,60
22254,60
22255,60
22269,60
22270,60
22278,60
22279,60
22281,60
22282,60
22494,60
22495,60
22626,60
22629,60
22633,60
22649,60
22650,60
22651,60
22652,60
22655,60
22668,60
22697,60
22873,60
22876,60
22877,60
23030,60
23031,60
23032,60
23033,60
23044,60
23045,60
23046,60
23047,60
23048,60
23075,60
23076,60
23255,60
23256,60
23257,60
23406,60
23407,60
23420,60
23421,60
23422,60
23423,60
23443,60
23444,60
23456,60
23457,60
23458,60
23637,60
23638,60
23639,60
23640,60
23641,60
23642,60
23812,60
24023,60
24024,60
24025,60
24026,60
24027,60
24029,60
24031,60
24032,60
24033,60
24034,60
24160,60
24204,60
24420,60
24421,60
24422,60
24424,60
24425,60
24427,60
24608,60
24609,60
24616,60
24623,60
24813,60
24815,60
24819,60
24821,60
24822,60
24930,60
24987,60
24998,60
25021,60
25207,60
25209,60
25210,60
25323,60
25375,60
25392,60
25395,60
25597,60
25626,60
25758,60
26141,60
26518,60
27124,60
27125,60
27126,60
27127,60
27129,60
27497,60
27502,60
27503,60
27504,60
27505,60
27510,60
27874,60
27875,60
27876,60
27878,60
28030,60
28031,60
28258,60
28266,60
28267,60
28293,60
28416,60
28417,60
28424,60
28425,60
28691,60
28807,60
28815,60
28823,60
28825,60
29063,60
29071,60
29072,60
29092,60
29093,60
29094,60
29210,60
29212,60
29213,60
29214,60
29215,60
29217,60
29218,60
29225,60
29226,60
29227,60
29249,60
29468,60
29477,60
29478,60
29496,60
29497,60
29498,60
29499,60
29615,60
29616,60
29617,60
29618,60
29619,60
29620,60
29622,60
29627,60
29628,60
29882,60
29901,60
29902,60
29903,60
30019,60
30028,60
30029,60
30030,60
30035,60
30082,60
30311,60
30312,60
30313,60
30314,60
30315,60
30438,60
30439,60
30440,60
30445,60
30472,60
30498,60
30729,60
30731,60
30733,60
30734,60
30735,60
30736,60
30856,60
30858,60
30864,60
30868,60
30873,60
30890,60
30891,60
31115,60
31116,60
31121,60
31149,60
31150,60
31151,60
31154,60
31156,60
31276,60
31277,60
31278,60
31282,60
31283,60
31286,60
31293,60
31294,60
31311,60
31312,60
31537,60
31538,60
31553,60
31554,60
31571,60
31572,60
31573,60
31574,60
31575,60
31577,60
31697,60
31698,60
31699,60
31706,60
31713,60
31714,60
31715,60
31998,60
31999,60
32000,60
32003,60
32004,60
