cell_id,suitable
57055,1
57463,1
57530,1
57531,1
57532,1
57585,1
57586,1
57609,1
58021,1
58103,1
58104,1
58157,1
58182,1
58183,1
58598,1
58617,1
58650,1
58684,1
58685,1
58686,1
58758,1
58760,1
58761,1
59080,1
59262,1
59263,1
59264,1
59316,1
59327,1
59329,1
59342,1
59845,1
59846,1
59847,1
60250,1
60422,1
60426,1
60427,1
60428,1
60429,1
60483,1
60831,1
61009,1
61010,1
61011,1
61063,1
61064,1
61070,1
61531,1
61587,1
61640,1
61643,1
61644,1
61650,1
61658,1
61659,1
61660,1
61670,1
61679,1
62164,1
62165,1
62233,1
62238,1
62250,1
62251,1
62257,1
62536,1
62742,1
62793,1
62801,1
62802,1
62825,1
62826,1
62832,1
63111,1
63239,1
63240,1
63372,1
63373,1
63374,1
63375,1
63384,1
63402,1
63888,1
63889,1
63945,1
63946,1
63954,1
63963,1
63970,1
63971,1
63973,1
64376,1
64387,1
64389,1
64391,1
64395,1
64458,1
64459,1
64536,1
64546,1
64550,1
64826,1
64827,1
64828,1
64952,1
64953,1
64957,1
64958,1
64961,1
64965,1
65107,1
65124,1
65400,1
65401,1
65402,1
65403,1
65575,1
65604,1
65605,1
65675,1
65676,1
65679,1
65680,1
65690,1
65696,1
65697,1
65698,1
65973,1
65974,1
65975,1
65976,1
66172,1
66245,1
66246,1
66266,1
66267,1
66268,1
66271,1
66541,1
66828,1
66830,1
66836,1
66837,1
67121,1
67365,1
67393,1
67398,1
67687,1
67957,1
67958,1
67965,1
68489,1
68492,1
68531,1
68533,1
68557,1
68820,1
69052,1
69062,1
69068,1
69115,1
69372,1
69476,1
69605,1
69607,1
69621,1
69924,1
69936,1
69937,1
70024,1
70088,1
70189,1
70190,1
70191,1
70473,1
70574,1
70606,1
70750,1
70756,1
70772,1
70773,1
71127,1
71128,1
71159,1
71160,1
71302,1
71683,1
71684,1
71715,1
71839,1
72140,1
72265,1
72368,1
72394,1
72399,1
72400,1
72401,1
72402,1
72439,1
72440,1
72698,1
72795,1
72823,1
72928,1
72929,1
72937,1
72957,1
72962,1
72963,1
72964,1
72977,1
73350,1
73351,1
73484,1
73485,1
73486,1
73513,1
73520,1
73532,1
73910,1
74012,1
74042,1
74080,1
74086,1
74370,1
74597,1
74604,1
74640,1
74926,1
75187,1
75189,1
75190,1
75478,1
75519,1
75717,1
75718,1
75737,1
75741,1
75742,1
76039,1
76041,1
76137,1
76159,1
76283,1
76284,1
76285,1
76286,1
76288,1
76289,1
76290,1
76292,1
76293,1
76294,1
76300,1
76301,1
76303,1
76304,1
76305,1
76306,1
76610,1
76857,1
76858,1
76859,1
76860,1
76865,1
76866,1
76867,1
76870,1
76871,1
76873,1
76875,1
76877,1
76878,1
76936,1
77430,1
77431,1
77432,1
77438,1
77508,1
77509,1
77511,1
77755,1
78064,1
78086,1
78330,1
78331,1
78642,1
78906,1
79171,1
79715,1
80168,1
80752,1
81342,1
81488,1
81924,1
81928,1
81929,1
81935,1
82029,1
82395,1
82505,1
82507,1
82514,1
82968,1
83071,1
83080,1
83081,1
83087,1
83348,1
83539,1
83656,1
83657,1
83757,1
83916,1
83917,1
84221,1
84222,1
84398,1
84399,1
85095,1
85335,1
85518,1
85647,1
85648,1
85649,1
86073,1
86623,1
86624,1
86666,1
86757,1
87169,1
87290,1
87291,1
87303,1
87445,1
87712,1
87713,1
87716,1
87720,1
87780,1
87781,1
87835,1
87836,1
87837,1
87847,1
88254,1
88255,1
88258,1
88316,1
88319,1
88320,1
88380,1
88646,1
88795,1
88855,1
88856,1
88857,1
88858,1
88859,1
88861,1
88920,1
88921,1
89076,1
89337,1
89376,1
89377,1
89394,1
89396,1
89459,1
89614,1
89914,1
89915,1
89932,1
89934,1
89935,1
90150,1
90412,1
90413,1
90415,1
90473,1
90474,1
90475,1
90489,1
90951,1
90952,1
90953,1
91012,1
91013,1
91491,1
91492,1
91493,1
91553,1
91566,1
91567,1
91920,1
92036,1
92037,1
92450,1
92451,1
92573,1
92574,1
92575,1
92988,1
92989,1
93102,1
93107,1
93138,1
93141,1
93379,1
93484,1
93515,1
93646,1
93666,1
93667,1
93669,1
93670,1
93705,1
93735,1
94044,1
94537,1
94679,1
94680,1
94685,1
94691,1
95203,1
95204,1
95237,1
95598,1
95735,1
95757,1
95758,1
95759,1
95760,1
95993,1
95995,1
95997,1
95998,1
96121,1
96249,1
96512,1
96513,1
96514,1
96627,1
96642,1
96769,1
96771,1
96772,1
97034,1
97035,1
97036,1
97037,1
97152,1
97167,1
97295,1
97557,1
97558,1
97559,1
97674,1
97675,1
97817,1
97819,1
98079,1
98197,1
98341,1
98723,1
98870,1
99129,1
99402,1
99403,1
99660,1
99780,1
99934,1
100841,1
100879,1
100993,1
101174,1
101247,1
101367,1
101368,1
101520,1
101521,1
101774,1
101894,1
102047,1
102420,1
102572,1
103096,1
103622,1
103623,1
103871,1
103872,1
104524,1
104525,1
104928,1
105055,1
105209,1
105210,1
105211,1
105541,1
105585,1
106115,1
106270,1
106646,1
106799,1
106815,1
107050,1
107180,1
107335,1
107336,1
107358,1
107591,1
107877,1
107878,1
107894,1
108138,1
108446,1
108447,1
108448,1
108690,1
108691,1
108979,1
109000,1
109001,1
109002,1
109246,1
109315,1
109535,1
109536,1
109560,1
109561,1
109934,1
109935,1
109936,1
109938,1
109939,1
110131,1
110132,1
110133,1
110376,1
110377,1
110507,1
110508,1
110709,1
110711,1
110713,1
111095,1
111267,1
111303,1
111304,1
111345,1
111889,1
111892,1
111893,1
111894,1
111895,1
111935,1
111936,1
112477,1
112478,1
112479,1
112480,1
112481,1
112482,1
112523,1
112524,1
112525,1
113069,1
113104,1
113112,1
113113,1
113308,1
113655,1
113698,1
113699,1
113700,1
113701,1
114239,1
114240,1
114283,1
114285,1
114866,1
114868,1
115400,1
115401,1
115402,1
115403,1
115644,1
115987,1
115988,1
115991,1
115992,1
117769,1
119187,1
119541,1
119588,1
119589,1
119778,1
120175,1
120176,1
120360,1
120716,1
120947,1
121526,1
121527,1
121875,1
121876,1
121877,1
122455,1
123828,1
124207,1
127022,1
142459,1
144196,1
144615,1
145829,1
