cell_id,n_dives,n_spots,prop_dives,n_dives_extrap
52370,2,1,1.9725422124033453e-5,834
52526,6,3,5.9176266372100366e-5,2502
52531,13,6,1.2821524380621745e-4,5421
52563,9,2,8.876439955815054e-5,3753
52564,517,142,0.005099021619062648,215573
52565,35,5,3.451948871705854e-4,14594
52580,92,11,9.073694177055389e-4,38361
52606,70,32,6.903897743411708e-4,29188
52612,28,9,2.761559097364684e-4,11675
52615,12,5,1.1835253274420073e-4,5004
52616,21,21,2.0711693230235126e-4,8756
52700,4,4,3.9450844248066906e-5,1668
52917,1,1,9.862711062016726e-6,417
52921,1,1,9.862711062016726e-6,417
52925,5,3,4.9313555310083636e-5,2085
53080,4,1,3.9450844248066906e-5,1668
53081,6,3,5.9176266372100366e-5,2502
53114,700,160,0.006903897743411709,291878
53115,48,13,4.734101309768029e-4,20015
53131,17,5,1.6766608805428437e-4,7088
53665,86,23,8.481931513334385e-4,35859
53666,36,23,3.5505759823260217e-4,15011
53667,4,1,3.9450844248066906e-5,1668
53732,2,1,1.9725422124033453e-5,834
54017,7,5,6.90389774341171e-5,2919
54018,5,5,4.9313555310083636e-5,2085
54210,309,99,0.003047577718163169,128843
54211,843,197,0.0083142654252801,351505
54212,2,2,1.9725422124033453e-5,834
54277,33,6,3.25469465046552e-4,13760
54311,1,1,9.862711062016726e-6,417
54723,1,1,9.862711062016726e-6,417
54725,1,1,9.862711062016726e-6,417
54726,3,2,2.9588133186050183e-5,1251
54759,1,1,9.862711062016726e-6,417
54760,161,32,0.0015878964809846931,67132
54761,119,28,0.0011736626163799905,49619
54795,1,1,9.862711062016726e-6,417
54811,6,3,5.9176266372100366e-5,2502
54827,202,70,0.001992267634527379,84228
54828,1,1,9.862711062016726e-6,417
54862,105,56,0.0010355846615117564,43782
55265,18,14,1.7752879911630108e-4,7505
55277,1,1,9.862711062016726e-6,417
55278,2,2,1.9725422124033453e-5,834
55279,18,5,1.7752879911630108e-4,7505
55312,4,3,3.9450844248066906e-5,1668
55313,1,1,9.862711062016726e-6,417
55314,3,3,2.9588133186050183e-5,1251
55319,1,1,9.862711062016726e-6,417
55323,7,1,6.90389774341171e-5,2919
55349,6,5,5.9176266372100366e-5,2502
55365,46,12,4.5368470885276944e-4,19181
55382,16,11,1.5780337699226762e-4,6672
55430,6,5,5.9176266372100366e-5,2502
55828,2,2,1.9725422124033453e-5,834
55879,315,22,0.003106753984535269,131345
55880,354,50,0.003491399715953921,147607
55881,4,3,3.9450844248066906e-5,1668
55911,2,1,1.9725422124033453e-5,834
55913,25,25,2.4656777655041815e-4,10424
56165,1,1,9.862711062016726e-6,417
56240,2,1,1.9725422124033453e-5,834
56331,13,1,1.2821524380621745e-4,5421
56393,10,3,9.862711062016727e-5,4170
56394,14,6,1.380779548682342e-4,5838
56407,16,11,1.5780337699226762e-4,6672
56408,19,14,1.8739151017831783e-4,7922
56410,8,2,7.890168849613381e-5,3336
56438,161,76,0.0015878964809846931,67132
56446,1,1,9.862711062016726e-6,417
56447,20,7,1.9725422124033454e-4,8339
56449,66,25,6.50938930093104e-4,27520
56450,157,81,0.0015484456367366262,65464
56463,3,1,2.9588133186050183e-5,1251
56476,1048,73,0.01033612119299353,436983
56492,24,13,2.3670506548840146e-4,10007
56509,35,23,3.451948871705854e-4,14594
56787,44,27,4.33959286728736e-4,18347
56806,6,2,5.9176266372100366e-5,2502
56958,331,38,0.0032645573615275366,138017
56959,72,27,7.101151964652043e-4,30022
57015,114,62,0.001124349061069907,47534
57044,1,1,9.862711062016726e-6,417
57055,3,1,2.9588133186050183e-5,1251
57463,31,6,3.0574404292251856e-4,12926
57530,31,17,3.0574404292251856e-4,12926
57531,42,27,4.142338646047025e-4,17513
57532,7,1,6.90389774341171e-5,2919
57585,1,1,9.862711062016726e-6,417
57586,5,4,4.9313555310083636e-5,2085
57609,16,13,1.5780337699226762e-4,6672
58021,1,1,9.862711062016726e-6,417
58103,16,9,1.5780337699226762e-4,6672
58104,8,6,7.890168849613381e-5,3336
58157,88,44,8.67918573457472e-4,36693
58182,59,20,5.818999526589869e-4,24601
58183,1,1,9.862711062016726e-6,417
58598,15,1,1.479406659302509e-4,6255
58617,1,1,9.862711062016726e-6,417
58650,5,5,4.9313555310083636e-5,2085
58668,9,8,8.876439955815054e-5,3753
58684,127,54,0.0012525643048761244,52955
58685,716,109,0.007061701120403977,298550
58686,42,23,4.142338646047025e-4,17513
58758,9,6,8.876439955815054e-5,3753
58760,6,4,5.9176266372100366e-5,2502
58761,582,210,0.0057400978380937355,242676
59080,39,11,3.8464573141865234e-4,16262
59262,5,2,4.9313555310083636e-5,2085
59263,346,144,0.0034124980274577877,144271
59264,286,139,0.002820735363736784,119253
59316,3,2,2.9588133186050183e-5,1251
59327,21,6,2.0711693230235126e-4,8756
59329,2,1,1.9725422124033453e-5,834
59342,458,131,0.004517121666403661,190972
59845,463,205,0.004566435221713744,193057
59846,89,43,8.777812845194887e-4,37110
59847,27,10,2.6629319867445164e-4,11258
60250,8,8,7.890168849613381e-5,3336
60422,27,17,2.6629319867445164e-4,11258
60426,13,4,1.2821524380621745e-4,5421
60427,15,10,1.479406659302509e-4,6255
60428,69,40,6.805270632791542e-4,28771
60429,32,9,3.1560675398453525e-4,13343
60483,1,1,9.862711062016726e-6,417
60831,22,10,2.16979643364368e-4,9173
60971,11,10,1.08489821682184e-4,4587
61009,6,5,5.9176266372100366e-5,2502
61010,19,12,1.8739151017831783e-4,7922
61011,34,9,3.3533217610856873e-4,14177
61063,8,3,7.890168849613381e-5,3336
61064,692,162,0.006824996054915575,288542
61066,2,1,1.9725422124033453e-5,834
61070,2,2,1.9725422124033453e-5,834
61531,1,1,9.862711062016726e-6,417
61587,13,11,1.2821524380621745e-4,5421
61640,10,3,9.862711062016727e-5,4170
61643,77,41,7.59428751775288e-4,32107
61644,6,3,5.9176266372100366e-5,2502
61645,1,1,9.862711062016726e-6,417
61650,4,2,3.9450844248066906e-5,1668
61658,22,9,2.16979643364368e-4,9173
61659,23,12,2.2684235442638472e-4,9590
61660,4,3,3.9450844248066906e-5,1668
61670,1,1,9.862711062016726e-6,417
61679,4,3,3.9450844248066906e-5,1668
62164,26,19,2.564304876124349e-4,10841
62165,135,48,0.0013314659933722581,56291
62221,2,1,1.9725422124033453e-5,834
62233,5,1,4.9313555310083636e-5,2085
62238,44,20,4.33959286728736e-4,18347
62250,2,2,1.9725422124033453e-5,834
62251,6,3,5.9176266372100366e-5,2502
62257,2,2,1.9725422124033453e-5,834
62536,105,41,0.0010355846615117564,43782
62742,1,1,9.862711062016726e-6,417
62793,1,1,9.862711062016726e-6,417
62801,4,1,3.9450844248066906e-5,1668
62802,1,1,9.862711062016726e-6,417
62825,358,129,0.0035308505602019884,149275
62826,319,193,0.003146204828783336,133013
62832,3,3,2.9588133186050183e-5,1251
63111,5,5,4.9313555310083636e-5,2085
63239,1,1,9.862711062016726e-6,417
63240,1,1,9.862711062016726e-6,417
63372,60,17,5.917626637210036e-4,25018
63373,11,10,1.08489821682184e-4,4587
63374,7,7,6.90389774341171e-5,2919
63375,3,2,2.9588133186050183e-5,1251
63384,3,3,2.9588133186050183e-5,1251
63402,13,10,1.2821524380621745e-4,5421
63888,28,16,2.761559097364684e-4,11675
63889,11,8,1.08489821682184e-4,4587
63945,3,2,2.9588133186050183e-5,1251
63946,3,2,2.9588133186050183e-5,1251
63954,1,1,9.862711062016726e-6,417
63963,10,1,9.862711062016727e-5,4170
63970,7,3,6.90389774341171e-5,2919
63971,20,12,1.9725422124033454e-4,8339
63973,1,1,9.862711062016726e-6,417
64376,4,2,3.9450844248066906e-5,1668
64378,1,1,9.862711062016726e-6,417
64387,4,4,3.9450844248066906e-5,1668
64389,7,5,6.90389774341171e-5,2919
64391,7,3,6.90389774341171e-5,2919
64395,18,12,1.7752879911630108e-4,7505
64458,7,3,6.90389774341171e-5,2919
64459,8,6,7.890168849613381e-5,3336
64536,19,15,1.8739151017831783e-4,7922
64546,25,14,2.4656777655041815e-4,10424
64550,3,3,2.9588133186050183e-5,1251
64826,11,6,1.08489821682184e-4,4587
64827,8,3,7.890168849613381e-5,3336
64828,2,1,1.9725422124033453e-5,834
64952,25,10,2.4656777655041815e-4,10424
64953,10,10,9.862711062016727e-5,4170
64957,1,1,9.862711062016726e-6,417
64958,2,2,1.9725422124033453e-5,834
64961,1,1,9.862711062016726e-6,417
64965,3,3,2.9588133186050183e-5,1251
65107,5,3,4.9313555310083636e-5,2085
65124,8,8,7.890168849613381e-5,3336
65400,7,5,6.90389774341171e-5,2919
65401,5,3,4.9313555310083636e-5,2085
65402,88,29,8.67918573457472e-4,36693
65403,58,9,5.720372415969701e-4,24184
65575,11,11,1.08489821682184e-4,4587
65604,42,18,4.142338646047025e-4,17513
65605,10,4,9.862711062016727e-5,4170
65675,1,1,9.862711062016726e-6,417
65676,22,14,2.16979643364368e-4,9173
65679,7,5,6.90389774341171e-5,2919
65680,31,24,3.0574404292251856e-4,12926
65690,1,1,9.862711062016726e-6,417
65696,45,19,4.438219977907527e-4,18764
65697,195,106,0.0019232286570932619,81309
65698,6,4,5.9176266372100366e-5,2502
65973,14,10,1.380779548682342e-4,5838
65974,34,11,3.3533217610856873e-4,14177
65975,2,1,1.9725422124033453e-5,834
65976,25,11,2.4656777655041815e-4,10424
66172,5,3,4.9313555310083636e-5,2085
66245,1,1,9.862711062016726e-6,417
66246,1,1,9.862711062016726e-6,417
66266,6,6,5.9176266372100366e-5,2502
66267,43,31,4.2409657566671926e-4,17930
66268,3,3,2.9588133186050183e-5,1251
66271,22,20,2.16979643364368e-4,9173
66541,18,6,1.7752879911630108e-4,7505
66828,1,1,9.862711062016726e-6,417
66830,3,1,2.9588133186050183e-5,1251
66836,5,5,4.9313555310083636e-5,2085
66837,1,1,9.862711062016726e-6,417
67121,3,2,2.9588133186050183e-5,1251
67365,1,1,9.862711062016726e-6,417
67393,36,19,3.5505759823260217e-4,15011
67398,3,3,2.9588133186050183e-5,1251
67687,32,3,3.1560675398453525e-4,13343
67957,65,28,6.410762190310873e-4,27103
67958,2,1,1.9725422124033453e-5,834
67965,5,3,4.9313555310083636e-5,2085
68489,5,5,4.9313555310083636e-5,2085
68492,2,2,1.9725422124033453e-5,834
68531,4,3,3.9450844248066906e-5,1668
68533,4,1,3.9450844248066906e-5,1668
68557,11,9,1.08489821682184e-4,4587
68820,3,1,2.9588133186050183e-5,1251
69052,1,1,9.862711062016726e-6,417
69062,3,3,2.9588133186050183e-5,1251
69068,2,2,1.9725422124033453e-5,834
69115,9,8,8.876439955815054e-5,3753
69372,1,1,9.862711062016726e-6,417
69476,8,3,7.890168849613381e-5,3336
69605,2,2,1.9725422124033453e-5,834
69607,2,2,1.9725422124033453e-5,834
69621,8,5,7.890168849613381e-5,3336
69924,2,2,1.9725422124033453e-5,834
69936,166,98,0.0016372100362947767,69217
69937,3,1,2.9588133186050183e-5,1251
70024,2,2,1.9725422124033453e-5,834
70088,1,1,9.862711062016726e-6,417
70189,7,4,6.90389774341171e-5,2919
70190,43,29,4.2409657566671926e-4,17930
70191,12,7,1.1835253274420073e-4,5004
70473,3,3,2.9588133186050183e-5,1251
70574,76,23,7.495660407132713e-4,31690
70606,8,5,7.890168849613381e-5,3336
70750,5,3,4.9313555310083636e-5,2085
70756,22,22,2.16979643364368e-4,9173
70772,4,4,3.9450844248066906e-5,1668
70773,1,1,9.862711062016726e-6,417
71127,11,8,1.08489821682184e-4,4587
71128,5,3,4.9313555310083636e-5,2085
71159,332,78,0.0032744200725895534,138434
71160,72,46,7.101151964652043e-4,30022
71302,136,112,0.001341328704434275,56708
71683,2,2,1.9725422124033453e-5,834
71684,34,22,3.3533217610856873e-4,14177
71715,17,9,1.6766608805428437e-4,7088
71839,2,2,1.9725422124033453e-5,834
72140,2,2,1.9725422124033453e-5,834
72265,1,1,9.862711062016726e-6,417
72368,6,6,5.9176266372100366e-5,2502
72394,5,4,4.9313555310083636e-5,2085
72399,1,1,9.862711062016726e-6,417
72400,5,5,4.9313555310083636e-5,2085
72401,9,9,8.876439955815054e-5,3753
72402,2,2,1.9725422124033453e-5,834
72439,9,9,8.876439955815054e-5,3753
72440,8,7,7.890168849613381e-5,3336
72698,2,2,1.9725422124033453e-5,834
72795,138,58,0.0013610541265583083,57542
72823,1,1,9.862711062016726e-6,417
72928,1,1,9.862711062016726e-6,417
72929,310,75,0.0030574404292251856,129260
72937,12,8,1.1835253274420073e-4,5004
72957,15,11,1.479406659302509e-4,6255
72962,2,2,1.9725422124033453e-5,834
72963,8,8,7.890168849613381e-5,3336
72964,89,48,8.777812845194887e-4,37110
72977,10,6,9.862711062016727e-5,4170
73350,4,2,3.9450844248066906e-5,1668
73351,15,7,1.479406659302509e-4,6255
73484,24,14,2.3670506548840146e-4,10007
73485,7,3,6.90389774341171e-5,2919
73486,39,14,3.8464573141865234e-4,16262
73513,9,9,8.876439955815054e-5,3753
73520,2,2,1.9725422124033453e-5,834
73532,3,2,2.9588133186050183e-5,1251
73910,108,28,0.0010651727946978066,45033
74012,5,2,4.9313555310083636e-5,2085
74042,3,3,2.9588133186050183e-5,1251
74080,2,2,1.9725422124033453e-5,834
74086,5,1,4.9313555310083636e-5,2085
74370,6,4,5.9176266372100366e-5,2502
74466,1,1,9.862711062016726e-6,417
74597,1,1,9.862711062016726e-6,417
74604,3,2,2.9588133186050183e-5,1251
74640,1,1,9.862711062016726e-6,417
74926,1,1,9.862711062016726e-6,417
75187,1,1,9.862711062016726e-6,417
75189,1,1,9.862711062016726e-6,417
75190,3,3,2.9588133186050183e-5,1251
75478,5,1,4.9313555310083636e-5,2085
75519,1,1,9.862711062016726e-6,417
75575,1,1,9.862711062016726e-6,417
75717,40,11,3.945084424806691e-4,16679
75718,4,3,3.9450844248066906e-5,1668
75737,4,4,3.9450844248066906e-5,1668
75741,3,3,2.9588133186050183e-5,1251
75742,1,1,9.862711062016726e-6,417
76039,45,18,4.438219977907527e-4,18764
76041,30,5,2.958813318605018e-4,12509
76136,2,1,1.9725422124033453e-5,834
76137,45,13,4.438219977907527e-4,18764
76159,1,1,9.862711062016726e-6,417
76283,158,41,0.001558308347798643,65881
76284,67,29,6.608016411551207e-4,27937
76285,91,28,8.975067066435222e-4,37944
76286,1031,202,0.010168455104939246,429895
76288,1,1,9.862711062016726e-6,417
76289,8,5,7.890168849613381e-5,3336
76290,3,3,2.9588133186050183e-5,1251
76292,15,10,1.479406659302509e-4,6255
76293,4,1,3.9450844248066906e-5,1668
76294,3,3,2.9588133186050183e-5,1251
76300,1,1,9.862711062016726e-6,417
76301,13,13,1.2821524380621745e-4,5421
76303,85,56,8.383304402714218e-4,35442
76304,1,1,9.862711062016726e-6,417
76305,22,22,2.16979643364368e-4,9173
76306,2,2,1.9725422124033453e-5,834
76610,20,9,1.9725422124033454e-4,8339
76857,1,1,9.862711062016726e-6,417
76858,759,259,0.007485797696070696,316479
76859,391,102,0.00385632002524854,163035
76860,3,3,2.9588133186050183e-5,1251
76865,4,4,3.9450844248066906e-5,1668
76866,564,194,0.005562569038977434,235170
76867,122,65,0.0012032507495660406,50870
76870,3,2,2.9588133186050183e-5,1251
76871,8,3,7.890168849613381e-5,3336
76873,3,3,2.9588133186050183e-5,1251
76875,9,8,8.876439955815054e-5,3753
76877,19,14,1.8739151017831783e-4,7922
76878,14,10,1.380779548682342e-4,5838
76936,4,4,3.9450844248066906e-5,1668
77430,137,57,0.0013511914154962915,57125
77431,4,2,3.9450844248066906e-5,1668
77432,3,3,2.9588133186050183e-5,1251
77438,27,9,2.6629319867445164e-4,11258
77508,4,3,3.9450844248066906e-5,1668
77509,7,7,6.90389774341171e-5,2919
77511,10,10,9.862711062016727e-5,4170
77755,2,1,1.9725422124033453e-5,834
78064,6,6,5.9176266372100366e-5,2502
78086,9,3,8.876439955815054e-5,3753
78330,9,6,8.876439955815054e-5,3753
78331,2,1,1.9725422124033453e-5,834
78642,5,5,4.9313555310083636e-5,2085
78906,5,2,4.9313555310083636e-5,2085
79006,4,4,3.9450844248066906e-5,1668
79171,8,6,7.890168849613381e-5,3336
79715,1,1,9.862711062016726e-6,417
80168,127,21,0.0012525643048761244,52955
80752,4,3,3.9450844248066906e-5,1668
81342,1,1,9.862711062016726e-6,417
81488,14,12,1.380779548682342e-4,5838
81924,3,3,2.9588133186050183e-5,1251
81928,2,1,1.9725422124033453e-5,834
81929,3,1,2.9588133186050183e-5,1251
81935,5,4,4.9313555310083636e-5,2085
82029,1,1,9.862711062016726e-6,417
82395,5,3,4.9313555310083636e-5,2085
82505,1,1,9.862711062016726e-6,417
82507,2,2,1.9725422124033453e-5,834
82514,1,1,9.862711062016726e-6,417
82968,50,30,4.931355531008363e-4,20848
83071,7,3,6.90389774341171e-5,2919
83080,11,10,1.08489821682184e-4,4587
83081,10,7,9.862711062016727e-5,4170
83087,16,6,1.5780337699226762e-4,6672
83348,5,1,4.9313555310083636e-5,2085
83539,2,2,1.9725422124033453e-5,834
83656,51,19,5.029982641628531e-4,21265
83657,7,3,6.90389774341171e-5,2919
83757,4,2,3.9450844248066906e-5,1668
83916,1,1,9.862711062016726e-6,417
83917,4,2,3.9450844248066906e-5,1668
84221,1,1,9.862711062016726e-6,417
84222,1,1,9.862711062016726e-6,417
84398,4,1,3.9450844248066906e-5,1668
84399,85,36,8.383304402714218e-4,35442
85095,6,5,5.9176266372100366e-5,2502
85335,3,3,2.9588133186050183e-5,1251
85518,108,42,0.0010651727946978066,45033
85647,1,1,9.862711062016726e-6,417
85648,3,2,2.9588133186050183e-5,1251
85649,54,10,5.325863973489033e-4,22516
86073,56,34,5.523118194729368e-4,23350
86623,3,3,2.9588133186050183e-5,1251
86624,46,18,4.5368470885276944e-4,19181
86666,70,26,6.903897743411708e-4,29188
86757,19,8,1.8739151017831783e-4,7922
87169,107,37,0.0010553100836357898,44616
87290,2,2,1.9725422124033453e-5,834
87291,34,20,3.3533217610856873e-4,14177
87303,1,1,9.862711062016726e-6,417
87445,8,8,7.890168849613381e-5,3336
87712,196,36,0.0019330913681552785,81726
87713,128,30,0.001262427015938141,53372
87716,1,1,9.862711062016726e-6,417
87720,2,1,1.9725422124033453e-5,834
87780,34,32,3.3533217610856873e-4,14177
87781,7,7,6.90389774341171e-5,2919
87835,12,9,1.1835253274420073e-4,5004
87836,8,7,7.890168849613381e-5,3336
87837,4,2,3.9450844248066906e-5,1668
87847,24,16,2.3670506548840146e-4,10007
88254,101,34,9.961338172636894e-4,42114
88255,340,75,0.0033533217610856873,141769
88258,5,1,4.9313555310083636e-5,2085
88316,10,8,9.862711062016727e-5,4170
88319,6,5,5.9176266372100366e-5,2502
88320,144,76,0.0014202303929304087,60044
88380,4,2,3.9450844248066906e-5,1668
88646,2,2,1.9725422124033453e-5,834
88795,28,16,2.761559097364684e-4,11675
88855,5,4,4.9313555310083636e-5,2085
88856,39,14,3.8464573141865234e-4,16262
88857,29,28,2.8601862079848507e-4,12092
88858,25,25,2.4656777655041815e-4,10424
88859,10,10,9.862711062016727e-5,4170
88861,3,2,2.9588133186050183e-5,1251
88920,7,3,6.90389774341171e-5,2919
88921,64,36,6.312135079690705e-4,26686
89076,1,1,9.862711062016726e-6,417
89337,5,1,4.9313555310083636e-5,2085
89376,7,4,6.90389774341171e-5,2919
89377,64,29,6.312135079690705e-4,26686
89394,43,35,4.2409657566671926e-4,17930
89396,108,47,0.0010651727946978066,45033
89397,3,3,2.9588133186050183e-5,1251
89459,9,8,8.876439955815054e-5,3753
89614,55,21,5.4244910841092e-4,22933
89914,10,3,9.862711062016727e-5,4170
89915,62,20,6.114880858450371e-4,25852
89932,106,40,0.0010454473725737732,44199
89934,2,2,1.9725422124033453e-5,834
89935,3,3,2.9588133186050183e-5,1251
90150,1,1,9.862711062016726e-6,417
90412,19,14,1.8739151017831783e-4,7922
90413,8,3,7.890168849613381e-5,3336
90415,8,4,7.890168849613381e-5,3336
90473,19,12,1.8739151017831783e-4,7922
90474,101,56,9.961338172636894e-4,42114
90475,3,3,2.9588133186050183e-5,1251
90489,16,7,1.5780337699226762e-4,6672
90951,3,3,2.9588133186050183e-5,1251
90952,7,3,6.90389774341171e-5,2919
90953,6,3,5.9176266372100366e-5,2502
91012,3,2,2.9588133186050183e-5,1251
91013,12,12,1.1835253274420073e-4,5004
91491,10,3,9.862711062016727e-5,4170
91492,13,6,1.2821524380621745e-4,5421
91493,55,6,5.4244910841092e-4,22933
91553,2,2,1.9725422124033453e-5,834
91566,2,2,1.9725422124033453e-5,834
91567,4,1,3.9450844248066906e-5,1668
91920,9,8,8.876439955815054e-5,3753
92036,4,2,3.9450844248066906e-5,1668
92037,4,2,3.9450844248066906e-5,1668
92450,180,113,0.0017752879911630108,75054
92451,33,24,3.25469465046552e-4,13760
92573,13,4,1.2821524380621745e-4,5421
92574,21,8,2.0711693230235126e-4,8756
92575,12,4,1.1835253274420073e-4,5004
92988,84,61,8.28467729209405e-4,35025
92989,1,1,9.862711062016726e-6,417
93102,2,2,1.9725422124033453e-5,834
93107,3,3,2.9588133186050183e-5,1251
93138,6,2,5.9176266372100366e-5,2502
93141,3,2,2.9588133186050183e-5,1251
93379,10,2,9.862711062016727e-5,4170
93484,1,1,9.862711062016726e-6,417
93515,39,13,3.8464573141865234e-4,16262
93646,11,1,1.08489821682184e-4,4587
93666,2,2,1.9725422124033453e-5,834
93667,5,4,4.9313555310083636e-5,2085
93669,3,2,2.9588133186050183e-5,1251
93670,3,3,2.9588133186050183e-5,1251
93705,7,4,6.90389774341171e-5,2919
93735,32,18,3.1560675398453525e-4,13343
94044,71,32,7.002524854031876e-4,29605
94537,12,4,1.1835253274420073e-4,5004
94679,1,1,9.862711062016726e-6,417
94680,34,16,3.3533217610856873e-4,14177
94685,1,1,9.862711062016726e-6,417
94691,2,1,1.9725422124033453e-5,834
95076,1,1,9.862711062016726e-6,417
95203,4,4,3.9450844248066906e-5,1668
95204,3,2,2.9588133186050183e-5,1251
95237,15,3,1.479406659302509e-4,6255
95598,7,5,6.90389774341171e-5,2919
95735,3,1,2.9588133186050183e-5,1251
95757,2,2,1.9725422124033453e-5,834
95758,40,31,3.945084424806691e-4,16679
95759,5,2,4.9313555310083636e-5,2085
95760,12,10,1.1835253274420073e-4,5004
95993,258,60,0.0025445794540003156,107578
95995,113,23,0.0011144863500078901,47117
95997,205,59,0.002021855767713429,85479
95998,12,2,1.1835253274420073e-4,5004
96121,3,1,2.9588133186050183e-5,1251
96249,2,1,1.9725422124033453e-5,834
96512,1,1,9.862711062016726e-6,417
96513,136,19,0.001341328704434275,56708
96514,123,52,0.0012131134606280574,51287
96627,1,1,9.862711062016726e-6,417
96642,1,1,9.862711062016726e-6,417
96769,7,4,6.90389774341171e-5,2919
96771,41,3,4.0437115354268583e-4,17096
96772,34,16,3.3533217610856873e-4,14177
97034,1,1,9.862711062016726e-6,417
97035,5,2,4.9313555310083636e-5,2085
97036,209,27,0.002061306611961496,87147
97037,33,10,3.25469465046552e-4,13760
97152,209,56,0.002061306611961496,87147
97167,2,2,1.9725422124033453e-5,834
97295,13,5,1.2821524380621745e-4,5421
97557,4,2,3.9450844248066906e-5,1668
97558,132,18,0.001301877860186208,55040
97559,10,3,9.862711062016727e-5,4170
97674,1,1,9.862711062016726e-6,417
97675,11,4,1.08489821682184e-4,4587
97817,2,1,1.9725422124033453e-5,834
97819,18,7,1.7752879911630108e-4,7505
98079,11,6,1.08489821682184e-4,4587
98197,55,11,5.4244910841092e-4,22933
98341,1,1,9.862711062016726e-6,417
98723,7,1,6.90389774341171e-5,2919
98870,2,1,1.9725422124033453e-5,834
99129,4,1,3.9450844248066906e-5,1668
99402,2,2,1.9725422124033453e-5,834
99403,2,1,1.9725422124033453e-5,834
99660,2,2,1.9725422124033453e-5,834
99780,6,2,5.9176266372100366e-5,2502
99934,6,1,5.9176266372100366e-5,2502
100841,121,39,0.001193388038504024,50453
100879,34,31,3.3533217610856873e-4,14177
100993,55,10,5.4244910841092e-4,22933
101174,29,13,2.8601862079848507e-4,12092
101247,130,31,0.0012821524380621746,54206
101367,15,10,1.479406659302509e-4,6255
101368,1,1,9.862711062016726e-6,417
101520,13,7,1.2821524380621745e-4,5421
101521,27,6,2.6629319867445164e-4,11258
101774,2,1,1.9725422124033453e-5,834
101894,504,87,0.0049708063752564305,210152
102047,42,8,4.142338646047025e-4,17513
102420,2,1,1.9725422124033453e-5,834
102572,47,17,4.635474199147862e-4,19598
103096,25,6,2.4656777655041815e-4,10424
103622,3,2,2.9588133186050183e-5,1251
103623,67,8,6.608016411551207e-4,27937
103871,4,3,3.9450844248066906e-5,1668
103872,7,7,6.90389774341171e-5,2919
104524,52,16,5.128609752248698e-4,21682
104525,5,3,4.9313555310083636e-5,2085
104928,3,3,2.9588133186050183e-5,1251
105055,263,63,0.002593893009310399,109663
105209,2,1,1.9725422124033453e-5,834
105210,8,5,7.890168849613381e-5,3336
105211,2,1,1.9725422124033453e-5,834
105541,1,1,9.862711062016726e-6,417
105585,1,1,9.862711062016726e-6,417
106115,11,4,1.08489821682184e-4,4587
106270,78,18,7.692914628373047e-4,32524
106646,1,1,9.862711062016726e-6,417
106799,1,1,9.862711062016726e-6,417
106815,5,5,4.9313555310083636e-5,2085
107050,7,7,6.90389774341171e-5,2919
107180,4,2,3.9450844248066906e-5,1668
107335,49,31,4.832728420388196e-4,20431
107336,32,22,3.1560675398453525e-4,13343
107358,6,3,5.9176266372100366e-5,2502
107591,118,54,0.0011637999053179739,49202
107877,112,21,0.0011046236389458735,46701
107878,89,22,8.777812845194887e-4,37110
107894,16,9,1.5780337699226762e-4,6672
108138,5,5,4.9313555310083636e-5,2085
108139,1,1,9.862711062016726e-6,417
108444,5,1,4.9313555310083636e-5,2085
108446,377,37,0.0037182420703803063,157197
108447,68,18,6.706643522171375e-4,28354
108448,8,3,7.890168849613381e-5,3336
108690,1,1,9.862711062016726e-6,417
108691,105,10,0.0010355846615117564,43782
108979,9,1,8.876439955815054e-5,3753
108999,1,1,9.862711062016726e-6,417
109000,10,1,9.862711062016727e-5,4170
109001,9,3,8.876439955815054e-5,3753
109002,162,81,0.0015977591920467097,67549
109246,17,10,1.6766608805428437e-4,7088
109315,4,1,3.9450844248066906e-5,1668
109535,10,3,9.862711062016727e-5,4170
109536,8,3,7.890168849613381e-5,3336
109560,11,7,1.08489821682184e-4,4587
109561,76,39,7.495660407132713e-4,31690
109934,225,73,0.0022191099889537634,93818
109935,1,1,9.862711062016726e-6,417
109936,3,3,2.9588133186050183e-5,1251
109938,38,16,3.7478302035663565e-4,15845
109939,1,1,9.862711062016726e-6,417
110131,2,2,1.9725422124033453e-5,834
110132,587,243,0.005789411393403819,244761
110133,305,81,0.0030081268739151016,127176
110376,4,3,3.9450844248066906e-5,1668
110377,42,1,4.142338646047025e-4,17513
110507,163,70,0.0016076219031087265,67966
110508,3,2,2.9588133186050183e-5,1251
110709,2,1,1.9725422124033453e-5,834
110711,2,2,1.9725422124033453e-5,834
110713,4,3,3.9450844248066906e-5,1668
111093,7,1,6.90389774341171e-5,2919
111095,2,2,1.9725422124033453e-5,834
111267,2,2,1.9725422124033453e-5,834
111303,10,6,9.862711062016727e-5,4170
111304,22,4,2.16979643364368e-4,9173
111345,11,5,1.08489821682184e-4,4587
111366,3,3,2.9588133186050183e-5,1251
111889,7,1,6.90389774341171e-5,2919
111892,17,3,1.6766608805428437e-4,7088
111893,40,10,3.945084424806691e-4,16679
111894,3,3,2.9588133186050183e-5,1251
111895,44,19,4.33959286728736e-4,18347
111935,15,11,1.479406659302509e-4,6255
111936,412,137,0.004063436957550892,171791
112477,2,2,1.9725422124033453e-5,834
112478,8,3,7.890168849613381e-5,3336
112479,63,9,6.213507969070538e-4,26269
