cell_id,price
4856,67.5
5083,37.275
5084,37.275
5087,37.275
5289,37.275
5295,37.275
5491,38.55
5673,40.57
5675,40.57
5676,40.57
5830,28.535
5957,39.535
6207,91.775
6208,91.775
6336,48.005
6426,48.005
6551,48.005
6552,48.005
6580,40.9475
6581,40.9475
6582,40.9475
6688,40.9475
6721,40.9475
6722,40.9475
6723,40.9475
6862,32.76
6863,32.76
6864,32.76
6865,32.76
7003,32.76
7004,32.76
7150,32.76
7300,85
7473,80.05
7637,60
7645,60
7653,60
7838,71.305
7846,95
7853,49.417500000000004
7854,84.155
7855,84.155
7856,85
7857,85
7858,95
7863,95
8063,67.5
8066,37.275
8067,37.275
8068,60
8070,60
8071,60
8073,60
8074,60
8076,60
8077,60
8287,85
8299,69.5
8301,69.5
8302,85
8303,85
8304,60
8311,48.005
8527,60
8539,40.9475
8540,40.9475
8541,40.9475
8543,72.19
8544,24.975
8552,48.005
8765,37.275
8768,85
8783,85
8784,85
8785,85
8786,85
8789,40
8790,40
8791,40
9016,60
9018,60
9020,60
9037,60
9038,60
9041,71.5
9265,24.975
9266,48.005
9282,85
9283,60
9288,85
9508,67.5
9509,67.5
9525,85
9526,85
9527,85
9528,85
9749,60
9750,85
9751,85
9753,60
9754,60
9770,85
9771,24.975
9772,60
9773,67.5
9774,85
9775,60
9776,37.275
9777,75.9
9998,60
9999,60
10000,60
10001,60
10009,60
10016,60
10017,60
10018,60
10019,60
10020,60
10021,60
10022,60
10156,71.305
10240,85
10241,54.379999999999995
10243,60
10244,60
10248,60
10253,67.5
10254,60
10255,67.5
10256,67.5
10264,60
10265,67.5
10266,67.5
10267,67.5
10268,67.5
10269,85
10270,85
10271,85
10272,85
10274,85
10279,85
10485,37.5
10486,37.5
10494,60
10495,70.35249999999999
10505,60
10506,60
10507,67.5
10516,67.5
10517,67.5
10736,39.535
10740,37.275
10741,37.275
10742,37.275
10745,37.275
10746,39.535
10752,37.275
10757,39.535
10758,40
10971,60
10972,60
10973,39.535
10975,49.417500000000004
10976,49.417500000000004
10977,60
10982,60
10983,60
10984,60
10985,71.305
10986,60
10987,60
10988,71.305
10991,71.305
10993,71.305
11204,67.5
11205,67.5
11206,67.5
11207,67.5
11209,60
11213,70.35249999999999
11214,70.35249999999999
11215,49.2
11216,60
11343,60
11425,37.6975
11430,45.18
11434,45.18
11435,60
11436,45.18
11649,72.19
11650,72.19
11652,72.19
11656,72.19
11657,72.19
11658,72.19
11659,72.19
11795,71.305
11871,60
11872,60
11873,60
11877,60
11878,60
11879,38.72
11881,45.18
11882,60
11883,60
11886,60
11887,60
11888,60
11889,60
12112,60
12116,60
12117,60
12118,60
12119,60
12120,60
12260,60
12346,60
12347,60
12348,60
12349,60
12350,60
12351,60
12352,60
12353,60
12496,60
12591,85
12592,85
12593,85
12594,85
12596,85
12600,85
12601,85
12745,85
12746,85
12747,85
12841,85
12845,85
12847,85
12848,85
12850,85
12851,39.535
12998,60
12999,60
13000,60
13100,60
13247,70
13248,70
13249,28.535
13250,28.535
13342,24.975
13343,85
13344,85
13345,85
13346,85
13496,85
13497,85
13498,70.35249999999999
13499,60
13500,60
13501,60
13507,48.005
13592,38.55
13593,38.55
13744,55.915
13745,60
13747,60
13842,40.9475
13843,40.9475
13844,40.9475
13997,60
13998,60
14020,60
14098,60
14099,48.005
14100,60
14257,60
14358,80.05
14359,80.05
14522,60
14621,40.9475
14622,62.1275
14623,60
14625,60
14892,48.005
14895,48.005
15064,69.5
15171,60
15172,49.2
15173,49.417500000000004
15175,85
15176,91.775
15179,60
15344,38.55
15345,38.55
15450,37.275
15452,60
15453,60
15454,60
15627,85
15634,85
15635,85
15736,85
15738,85
15740,37.6975
15741,37.6975
15742,70.35249999999999
15750,35.175
15751,35.175
15752,40.9475
15931,40
16034,85
16035,85
16036,85
16039,40.9475
16042,40.9475
16043,40.9475
16044,49.75
16225,40.9475
16334,37.84
16335,37.84
16336,37.6975
16338,60
16339,60
16340,60
16341,60
16344,60
16345,40.9475
16346,68.19
16348,68.19
16349,68.19
16350,68.19
16351,85
16369,85
16532,60
16634,37.275
16635,37.275
16637,37.275
16638,37.275
16639,45.18
16640,45.18
16641,45.18
16643,48.005
16644,48.005
16645,60
16646,45.18
16650,45.18
16651,45.18
16656,45.18
16657,60
16659,67.5
16660,60
16681,60
16844,40
16946,48.005
16947,48.005
16948,48.005
16949,48.005
16958,48.005
16959,48.005
16960,48.005
16961,60
16962,70.35249999999999
16968,38.72
16969,60
16970,70.35249999999999
16971,70.35249999999999
16996,75.9
17166,85
17167,85
17269,85
17270,60
17271,60
17280,60
17281,37.275
17283,37.275
17284,37.275
17285,60
17288,70.35249999999999
17293,48.005
17294,60
17295,60
17296,60
17497,85
17498,85
17499,85
17601,60
17602,60
17603,60
17604,60
17613,45.18
17618,60
17619,60
17626,38.55
17628,38.55
17828,38.55
17829,38.55
17830,60
17831,67.5
17934,54.379999999999995
17935,40
17937,40
17938,40
17947,40
17949,40
17955,40
17967,40
18160,60
18161,85
18162,85
18164,60
18165,60
18270,60
18271,60
18272,85
18283,60
18284,60
18285,60
18286,60
18292,68.19
18293,68.19
18295,60
18296,60
18300,39.535
18301,44.947500000000005
18306,44.947500000000005
18500,71.5
18610,60
18624,85
18626,60
18633,60
18634,60
18637,85
18643,60
18644,60
18647,37.6975
18837,45.18
18949,60
18954,60
18955,60
18964,60
18977,60
18978,60
18980,60
18981,60
18982,60
18983,60
19179,70.35249999999999
19289,70.35249999999999
19291,70.35249999999999
19295,70.35249999999999
19296,70.35249999999999
19297,75.9
19298,70.35249999999999
19299,70.35249999999999
19321,55.915
19322,67.5
19324,67.5
19332,38.55
19528,37.6975
19529,60
19535,85
19537,60
19645,49.417500000000004
19647,45.18
19648,45.18
19649,60
19650,45.18
19651,45.18
19660,60
19661,60
19662,60
19674,40
19682,40
19683,40
19687,60
19688,49.2
19697,75.9
19888,49.2
19889,49.2
19891,49.2
19972,48.005
19973,48.005
19974,40
19975,40
19976,40
20006,60
20008,60
20009,60
20010,60
20011,60
20031,38.72
20034,60
20036,40
20044,73.42
20046,40
20047,40
20048,60
20052,60
20253,37.275
20255,37.5
20259,39.535
20337,39.535
20339,39.535
20372,60
20373,39.535
20374,48.005
20375,60
20397,72.19
20398,72.19
20399,72.19
20401,72.19
20402,72.19
20411,60
20413,60
20414,60
20415,48.005
20416,62.1275
20417,62.1275
20421,49.417500000000004
20422,49.417500000000004
20437,37.6975
20623,60
20624,60
20708,40.9475
20710,85
20714,37.5
20744,70.35249999999999
20766,68.19
20767,68.19
20770,68.19
20779,60
20781,37.275
20782,37.275
20783,37.275
20784,37.6975
20788,37.6975
20803,68.19
20804,37.6975
20990,60
21081,37.275
21110,85
21111,85
21112,60
21131,85
21137,54.379999999999995
21138,54.379999999999995
21150,60
21151,60
21152,41.2275
21154,41.2275
21156,40.9475
21174,54.379999999999995
21360,85
21362,35.175
21450,68.19
21451,68.19
21479,48.005
21480,68.19
21481,68.19
21484,85
21486,85
21493,60
21510,60
21511,60
21513,60
21525,60
21528,60
21529,60
21530,48.005
21531,48.005
21532,32.76
21534,48.005
21548,60
21734,60
21736,60
21739,60
21857,60
21858,60
21859,73.42
21860,73.42
21861,73.42
21863,38.55
21899,60
21900,48.005
21901,48.005
21905,48.005
21906,60
21907,75.9
21908,70.35249999999999
21910,38.55
21926,45.18
22111,45.18
22113,45.18
22114,45.18
22235,85
22236,60
22237,40
22254,70.35249999999999
22255,70.35249999999999
22269,38.72
22270,38.72
22278,85
22279,70.35249999999999
22281,70.35249999999999
22282,35.175
22494,37.6975
22495,37.6975
22626,75.9
22629,70.35249999999999
22633,45.18
22649,35.175
22650,35.175
22651,35.175
22652,85
22655,60
22668,60
22697,67.5
22873,40.9475
22876,40.9475
22877,40.9475
23030,67.5
23031,45.18
23032,73.42
23033,67.5
23044,54.379999999999995
23045,54.379999999999995
23046,54.379999999999995
23047,54.379999999999995
23048,54.379999999999995
23075,49.417500000000004
23076,85
23255,70.35249999999999
23256,69.5
23257,60
23406,60
23407,60
23420,60
23421,60
23422,60
23423,60
23443,60
23444,60
23456,60
23457,60
23458,60
23637,67.5
23638,67.5
23639,67.5
23640,28.535
23641,45.18
23642,85
23812,40
24023,40
24024,40
24025,40
24026,40
24027,40
24029,40
24031,40
24032,40
24033,40
24034,40
24160,40
24204,40
24420,49.417500000000004
24421,49.417500000000004
24422,49.417500000000004
24424,60
24425,60
24427,60
24608,60
24609,48.005
24616,60
24623,60
24813,48.005
24815,48.005
24819,60
24821,60
24822,60
24930,60
24987,40
24998,40
25021,60
25207,35.175
25209,60
25210,35.175
25323,60
25375,60
